TransactionDate,OrginZip,DestZip,Weight,WeightUnit,ServiceDesc
10/28/2024,60446,30024,1.15,L,Mail Innovations
10/28/2024,60446,7110,1.15,L,Mail Innovations
10/29/2024,60446,1720,0.05,L,Mail Innovations
10/29/2024,60446,54114,1,L,Mail Innovations
10/28/2024,60446,8530,0.2,L,Mail Innovations
10/28/2024,60446,53144,0.5,L,Mail Innovations
10/28/2024,60446,72703,0.95,L,Mail Innovations
10/28/2024,60446,47305,1.1,L,Mail Innovations
10/28/2024,60446,78733,0.5,L,Mail Innovations
10/29/2024,60446,64068,1.3,L,Mail Innovations
10/28/2024,60446,95472,0.5,L,Mail Innovations
10/28/2024,60446,52756,0.5,L,Mail Innovations
10/28/2024,60446,68801,0.7,L,Mail Innovations
10/28/2024,60446,32668,0.45,L,Mail Innovations
10/28/2024,60446,34762,0.85,L,Mail Innovations
10/28/2024,60446,6820,1.3,L,Mail Innovations
10/28/2024,60446,91367,0.4,L,Mail Innovations
10/28/2024,60446,92410,0.4,L,Mail Innovations
10/28/2024,60446,75072,0.4,L,Mail Innovations
10/28/2024,60446,3087,0.55,L,Mail Innovations
10/28/2024,60446,32097,1.15,L,Mail Innovations
10/28/2024,60446,17011,1.1,L,Mail Innovations
10/28/2024,60446,46368,0.3,L,Mail Innovations
10/28/2024,60446,83705,1.1,L,Mail Innovations
10/28/2024,60446,54913,0.95,L,Mail Innovations
10/28/2024,60446,24558,1.1,L,Mail Innovations
10/28/2024,60446,7720,1.1,L,Mail Innovations
10/28/2024,60446,77571,0.4,L,Mail Innovations
10/30/2024,60446,54521,1.11,L,Mail Innovations
10/28/2024,60446,60706,1.1,L,Mail Innovations
10/28/2024,60446,91739,1.1,L,Mail Innovations
10/28/2024,60446,34772,1.1,L,Mail Innovations
10/28/2024,60446,76853,0.45,L,Mail Innovations
10/28/2024,60446,91202,0.8,L,Mail Innovations
10/29/2024,60446,94402,0.74,L,Mail Innovations
10/29/2024,60446,84106,0.44,L,Mail Innovations
10/28/2024,60446,29072,0.45,L,Mail Innovations
10/29/2024,60446,28098,0.93,L,Mail Innovations
10/29/2024,60446,15642,1.1,L,Mail Innovations
10/29/2024,60446,29926,1.09,L,Mail Innovations
10/29/2024,60446,10013,0.47,L,Mail Innovations
10/29/2024,60446,92584,0.4,L,Mail Innovations
10/29/2024,60446,11801,0.55,L,Mail Innovations
10/29/2024,60446,77356,0.38,L,Mail Innovations
10/29/2024,60446,60563,0.5,L,Mail Innovations
10/29/2024,60446,13501,0.5,L,Mail Innovations
10/29/2024,60446,77057,1.09,L,Mail Innovations
10/29/2024,60446,63303,1.1,L,Mail Innovations
10/29/2024,60446,7006,0.4,L,Mail Innovations
10/29/2024,60446,4355,1.1,L,Mail Innovations
10/29/2024,60446,36067,0.49,L,Mail Innovations
10/29/2024,60446,28590,1.11,L,Mail Innovations
10/29/2024,60446,64064,1.09,L,Mail Innovations
10/29/2024,60446,21401,0.44,L,Mail Innovations
10/29/2024,60446,10128,0.5,L,Mail Innovations
10/29/2024,60446,30324,0.5,L,Mail Innovations
10/29/2024,60446,96367,2.57,L,Mail Innovations
10/29/2024,60446,90272,0.44,L,Mail Innovations
10/29/2024,60446,30152,0.4,L,Mail Innovations
10/29/2024,60446,77586,1.22,L,Mail Innovations
10/29/2024,60446,29072,0.52,L,Mail Innovations
10/29/2024,60446,28401,1.09,L,Mail Innovations
10/29/2024,60446,68601,1.11,L,Mail Innovations
10/29/2024,60446,76017,1.09,L,Mail Innovations
10/29/2024,60446,70808,1.09,L,Mail Innovations
10/29/2024,60446,49241,1.08,L,Mail Innovations
10/29/2024,60446,80919,1.1,L,Mail Innovations
10/29/2024,60446,7093,0.93,L,Mail Innovations
10/29/2024,60446,7621,1.11,L,Mail Innovations
10/29/2024,60446,81505,0.94,L,Mail Innovations
10/29/2024,60446,77356,1.11,L,Mail Innovations
10/29/2024,60446,7724,1.11,L,Mail Innovations
10/29/2024,60446,38305,1.17,L,Mail Innovations
10/29/2024,60446,93101,1.09,L,Mail Innovations
10/29/2024,60446,85739,0.61,L,Mail Innovations
10/29/2024,60446,88061,1.09,L,Mail Innovations
10/29/2024,60446,78260,0.5,L,Mail Innovations
10/29/2024,60446,3444,0.93,L,Mail Innovations
10/29/2024,60446,29429,1.12,L,Mail Innovations
10/29/2024,60446,86409,1.09,L,Mail Innovations
10/29/2024,60446,93940,1.16,L,Mail Innovations
10/29/2024,60446,60564,1.17,L,Mail Innovations
10/29/2024,60446,60136,0.63,L,Mail Innovations
10/29/2024,60446,46143,1.1,L,Mail Innovations
10/29/2024,60446,80019,1.25,L,Mail Innovations
10/29/2024,60446,50047,1.1,L,Mail Innovations
10/29/2024,60446,91316,1.17,L,Mail Innovations
10/29/2024,60446,11216,1.04,L,Mail Innovations
10/29/2024,60446,70090,1.1,L,Mail Innovations
10/29/2024,60446,45206,1.04,L,Mail Innovations
10/29/2024,60446,83617,0.38,L,Mail Innovations
10/29/2024,60446,48309,1.08,L,Mail Innovations
10/29/2024,60446,83128,0.38,L,Mail Innovations
10/30/2024,60446,24482,1.1,L,Mail Innovations
10/29/2024,60446,18612,1.08,L,Mail Innovations
10/29/2024,60446,11385,0.47,L,Mail Innovations
10/29/2024,60446,85755,1.1,L,Mail Innovations
10/29/2024,60446,95822,0.79,L,Mail Innovations
10/29/2024,60446,47001,1.1,L,Mail Innovations
10/29/2024,60446,27526,0.97,L,Mail Innovations
10/29/2024,60446,20708,0.84,L,Mail Innovations
10/29/2024,60446,35769,0.97,L,Mail Innovations
10/29/2024,60446,32131,0.97,L,Mail Innovations
10/29/2024,60446,94513,0.88,L,Mail Innovations
10/29/2024,60446,21084,0.88,L,Mail Innovations
10/29/2024,60446,47906,1.09,L,Mail Innovations
10/29/2024,60446,92116,0.46,L,Mail Innovations
10/29/2024,60446,11735,0.97,L,Mail Innovations
10/29/2024,60446,62254,1.09,L,Mail Innovations
10/29/2024,60446,35475,1.1,L,Mail Innovations
10/29/2024,60446,57103,0.55,L,Mail Innovations
10/29/2024,60446,37062,1.09,L,Mail Innovations
10/29/2024,60446,15690,1.1,L,Mail Innovations
10/29/2024,60446,44256,0.55,L,Mail Innovations
10/29/2024,60446,77546,0.55,L,Mail Innovations
10/29/2024,60446,59047,0.44,L,Mail Innovations
10/29/2024,60446,77657,1.1,L,Mail Innovations
10/29/2024,60446,48301,0.87,L,Mail Innovations
10/29/2024,60446,19013,0.4,L,Mail Innovations
10/29/2024,60446,6340,0.4,L,Mail Innovations
10/29/2024,60446,87043,0.65,L,Mail Innovations
10/29/2024,60446,62231,1.1,L,Mail Innovations
10/29/2024,60446,76679,1.18,L,Mail Innovations
10/29/2024,60446,11787,0.85,L,Mail Innovations
10/29/2024,60446,33563,1.11,L,Mail Innovations
10/29/2024,60446,85935,0.49,L,Mail Innovations
10/29/2024,60446,89141,1.11,L,Mail Innovations
10/29/2024,60446,28056,0.65,L,Mail Innovations
10/29/2024,60446,87121,0.92,L,Mail Innovations
10/29/2024,60446,85209,0.4,L,Mail Innovations
10/29/2024,60446,28779,0.83,L,Mail Innovations
10/29/2024,60446,19116,0.4,L,Mail Innovations
10/30/2024,60446,33328,1.36,L,Mail Innovations
10/29/2024,60446,50013,0.79,L,Mail Innovations
10/29/2024,60446,60526,0.92,L,Mail Innovations
10/29/2024,60446,32119,0.63,L,Mail Innovations
10/29/2024,60446,27560,0.55,L,Mail Innovations
10/29/2024,60446,85029,1.16,L,Mail Innovations
10/29/2024,60446,2539,0.8,L,Mail Innovations
10/29/2024,60446,78232,0.83,L,Mail Innovations
10/29/2024,60446,91740,0.83,L,Mail Innovations
10/29/2024,60446,60077,0.8,L,Mail Innovations
10/29/2024,60446,95448,0.55,L,Mail Innovations
10/29/2024,60446,46032,1.29,L,Mail Innovations
10/29/2024,60446,34677,0.84,L,Mail Innovations
10/29/2024,60446,14454,1.3,L,Mail Innovations
10/29/2024,60446,48390,0.55,L,Mail Innovations
10/29/2024,60446,30041,0.56,L,Mail Innovations
10/29/2024,60446,60540,0.8,L,Mail Innovations
10/29/2024,60446,2482,1.04,L,Mail Innovations
10/29/2024,60446,95928,1.1,L,Mail Innovations
10/29/2024,60446,73034,0.56,L,Mail Innovations
10/29/2024,60446,21087,1.1,L,Mail Innovations
10/29/2024,60446,2462,0.4,L,Mail Innovations
10/29/2024,60446,95966,0.56,L,Mail Innovations
10/29/2024,60446,95476,0.93,L,Mail Innovations
10/29/2024,60446,76802,0.4,L,Mail Innovations
10/29/2024,60446,70065,1.1,L,Mail Innovations
10/29/2024,60446,4426,0.93,L,Mail Innovations
10/29/2024,60446,64119,0.92,L,Mail Innovations
10/29/2024,60446,92376,1.19,L,Mail Innovations
10/29/2024,60446,92054,1.18,L,Mail Innovations
10/29/2024,60446,90405,1.18,L,Mail Innovations
10/29/2024,60446,45206,0.46,L,Mail Innovations
10/29/2024,60446,76210,0.6,L,Mail Innovations
10/29/2024,60446,91505,0.4,L,Mail Innovations
10/29/2024,60446,60124,0.4,L,Mail Innovations
10/29/2024,60446,10023,0.92,L,Mail Innovations
10/29/2024,60446,1240,1.1,L,Mail Innovations
10/29/2024,60446,48038,0.56,L,Mail Innovations
10/29/2024,60446,60002,1.18,L,Mail Innovations
10/29/2024,60446,54115,0.46,L,Mail Innovations
10/29/2024,60446,95482,0.82,L,Mail Innovations
10/29/2024,60446,90036,0.83,L,Mail Innovations
10/29/2024,60446,33629,0.83,L,Mail Innovations
10/29/2024,60446,29909,0.88,L,Mail Innovations
10/29/2024,60446,63144,0.38,L,Mail Innovations
10/29/2024,60446,60462,1.1,L,Mail Innovations
10/29/2024,60446,43015,0.4,L,Mail Innovations
10/29/2024,60446,48855,0.43,L,Mail Innovations
10/29/2024,60446,76148,1.1,L,Mail Innovations
10/29/2024,60446,11220,1.09,L,Mail Innovations
10/29/2024,60446,1833,0.43,L,Mail Innovations
10/29/2024,60446,94044,0.92,L,Mail Innovations
10/29/2024,60446,19901,0.45,L,Mail Innovations
10/29/2024,60446,37206,0.92,L,Mail Innovations
10/29/2024,60446,90650,1.21,L,Mail Innovations
10/29/2024,60446,91367,1.1,L,Mail Innovations
10/29/2024,60446,63122,0.4,L,Mail Innovations
10/29/2024,60446,29212,1.1,L,Mail Innovations
10/29/2024,60446,92057,0.4,L,Mail Innovations
10/29/2024,60446,98282,0.36,L,Mail Innovations
10/29/2024,60446,19720,0.49,L,Mail Innovations
10/29/2024,60446,80123,1.07,L,Mail Innovations
10/29/2024,60446,94549,0.4,L,Mail Innovations
10/29/2024,60446,10128,0.91,L,Mail Innovations
10/29/2024,60446,94941,0.97,L,Mail Innovations
10/29/2024,60446,82414,0.55,L,Mail Innovations
10/29/2024,60446,91710,0.4,L,Mail Innovations
10/29/2024,60446,21234,0.5,L,Mail Innovations
10/29/2024,60446,15220,0.5,L,Mail Innovations
10/29/2024,60446,13367,1.03,L,Mail Innovations
10/29/2024,60446,22201,1.11,L,Mail Innovations
10/29/2024,60446,10128,0.47,L,Mail Innovations
10/29/2024,60446,85225,0.7,L,Mail Innovations
10/29/2024,60446,96251,2.85,L,Mail Innovations
10/29/2024,60446,2472,0.4,L,Mail Innovations
10/29/2024,60446,94920,1.03,L,Mail Innovations
10/29/2024,60446,61114,0.89,L,Mail Innovations
10/29/2024,60446,6033,0.41,L,Mail Innovations
10/29/2024,60446,33578,1.1,L,Mail Innovations
10/29/2024,60446,80804,0.43,L,Mail Innovations
10/29/2024,60446,33449,1.1,L,Mail Innovations
10/29/2024,60446,50073,0.64,L,Mail Innovations
10/29/2024,60446,32461,1.03,L,Mail Innovations
10/29/2024,60446,4021,1.11,L,Mail Innovations
10/29/2024,60446,10591,0.41,L,Mail Innovations
10/29/2024,60446,85044,0.4,L,Mail Innovations
10/29/2024,60446,6756,0.4,L,Mail Innovations
10/29/2024,60446,22066,0.41,L,Mail Innovations
10/29/2024,60446,78757,0.63,L,Mail Innovations
10/29/2024,60446,43113,0.4,L,Mail Innovations
10/29/2024,60446,90048,0.38,L,Mail Innovations
10/29/2024,60446,47905,0.47,L,Mail Innovations
10/29/2024,60446,89521,0.4,L,Mail Innovations
10/29/2024,60446,35750,1.14,L,Mail Innovations
10/29/2024,60446,61914,1.1,L,Mail Innovations
10/29/2024,60446,63122,0.39,L,Mail Innovations
10/29/2024,60446,59602,0.52,L,Mail Innovations
10/29/2024,60446,23139,0.38,L,Mail Innovations
10/29/2024,60446,10128,0.4,L,Mail Innovations
10/29/2024,60446,94951,1.2,L,Mail Innovations
10/29/2024,60446,60119,0.59,L,Mail Innovations
10/29/2024,60446,84121,0.59,L,Mail Innovations
10/29/2024,60446,28207,1.3,L,Mail Innovations
10/29/2024,60446,29607,0.68,L,Mail Innovations
10/29/2024,60446,61115,0.97,L,Mail Innovations
10/29/2024,60446,48471,0.96,L,Mail Innovations
10/29/2024,60446,28405,0.96,L,Mail Innovations
10/29/2024,60446,33073,0.49,L,Mail Innovations
10/29/2024,60446,60423,0.95,L,Mail Innovations
10/29/2024,60446,92620,0.95,L,Mail Innovations
10/29/2024,60446,76248,0.95,L,Mail Innovations
10/29/2024,60446,56288,0.95,L,Mail Innovations
10/29/2024,60446,75036,0.49,L,Mail Innovations
10/29/2024,60446,92008,0.4,L,Mail Innovations
10/29/2024,60446,21776,1.03,L,Mail Innovations
10/29/2024,60446,54114,1.03,L,Mail Innovations
10/29/2024,60446,53518,1.17,L,Mail Innovations
10/29/2024,60446,85262,0.59,L,Mail Innovations
10/29/2024,60446,68128,0.67,L,Mail Innovations
10/29/2024,60446,19975,0.9,L,Mail Innovations
10/29/2024,60446,48051,0.96,L,Mail Innovations
10/29/2024,60446,80303,1.1,L,Mail Innovations
10/29/2024,60446,8889,1.17,L,Mail Innovations
10/29/2024,60446,75028,0.93,L,Mail Innovations
10/29/2024,60446,20148,1.18,L,Mail Innovations
10/29/2024,60446,33327,1.18,L,Mail Innovations
10/29/2024,60446,92867,0.83,L,Mail Innovations
10/29/2024,60446,78737,1.09,L,Mail Innovations
10/29/2024,60446,45011,0.51,L,Mail Innovations
10/29/2024,60446,60546,0.5,L,Mail Innovations
10/29/2024,60446,33442,1,L,Mail Innovations
10/29/2024,60446,78258,0.64,L,Mail Innovations
10/29/2024,60446,77302,0.99,L,Mail Innovations
10/29/2024,60446,34292,0.99,L,Mail Innovations
10/29/2024,60446,33905,0.99,L,Mail Innovations
10/29/2024,60446,60107,0.99,L,Mail Innovations
10/29/2024,60446,1106,0.93,L,Mail Innovations
10/29/2024,60446,57702,0.94,L,Mail Innovations
10/29/2024,60446,28513,1.1,L,Mail Innovations
10/29/2024,60446,97080,1.18,L,Mail Innovations
10/29/2024,60446,76182,0.4,L,Mail Innovations
10/29/2024,60446,33592,0.4,L,Mail Innovations
10/29/2024,60446,7866,0.49,L,Mail Innovations
10/29/2024,60446,77356,1.1,L,Mail Innovations
10/29/2024,60446,61571,0.62,L,Mail Innovations
10/29/2024,60446,43015,0.47,L,Mail Innovations
10/29/2024,60446,94563,1.1,L,Mail Innovations
10/29/2024,60446,33166,0.39,L,Mail Innovations
10/29/2024,60446,94949,0.39,L,Mail Innovations
10/29/2024,60446,14217,0.44,L,Mail Innovations
10/29/2024,60446,77055,0.46,L,Mail Innovations
10/29/2024,60446,16036,1.03,L,Mail Innovations
10/29/2024,60446,11758,0.91,L,Mail Innovations
10/29/2024,60446,14141,0.79,L,Mail Innovations
10/29/2024,60446,21771,1.02,L,Mail Innovations
10/29/2024,60446,46383,1.03,L,Mail Innovations
10/29/2024,60446,28262,1.1,L,Mail Innovations
10/29/2024,60446,83301,1.1,L,Mail Innovations
10/29/2024,60446,90274,1.1,L,Mail Innovations
10/29/2024,60446,61761,0.55,L,Mail Innovations
10/29/2024,60446,95008,0.83,L,Mail Innovations
10/29/2024,60446,33076,0.85,L,Mail Innovations
10/29/2024,60446,37067,0.55,L,Mail Innovations
10/29/2024,60446,98282,0.8,L,Mail Innovations
10/29/2024,60446,83702,0.83,L,Mail Innovations
10/29/2024,60446,1569,0.83,L,Mail Innovations
10/29/2024,60446,45308,0.93,L,Mail Innovations
10/29/2024,60446,94062,0.93,L,Mail Innovations
10/29/2024,60446,19013,0.93,L,Mail Innovations
10/29/2024,60446,35648,0.38,L,Mail Innovations
10/29/2024,60446,89123,0.39,L,Mail Innovations
10/29/2024,60446,20176,1.1,L,Mail Innovations
10/29/2024,60446,95127,0.98,L,Mail Innovations
10/29/2024,60446,90266,0.38,L,Mail Innovations
10/29/2024,60446,80118,1.18,L,Mail Innovations
10/29/2024,60446,94602,0.87,L,Mail Innovations
10/29/2024,60446,5404,0.87,L,Mail Innovations
10/29/2024,60446,73142,0.49,L,Mail Innovations
10/29/2024,60446,7093,0.39,L,Mail Innovations
10/29/2024,60446,86314,0.4,L,Mail Innovations
10/29/2024,60446,91381,0.49,L,Mail Innovations
10/29/2024,60446,74055,1.11,L,Mail Innovations
10/29/2024,60446,1915,1.1,L,Mail Innovations
10/29/2024,60446,33596,0.97,L,Mail Innovations
10/29/2024,60446,58102,0.65,L,Mail Innovations
10/29/2024,60446,20024,0.41,L,Mail Innovations
10/29/2024,60446,78653,1.1,L,Mail Innovations
10/29/2024,60446,93314,1.18,L,Mail Innovations
10/29/2024,60446,55303,0.4,L,Mail Innovations
10/29/2024,60446,24442,1.28,L,Mail Innovations
10/29/2024,60446,23228,0.62,L,Mail Innovations
10/29/2024,60446,27587,0.39,L,Mail Innovations
10/29/2024,60446,78669,0.4,L,Mail Innovations
10/29/2024,60446,94559,0.95,L,Mail Innovations
10/29/2024,60446,76092,0.4,L,Mail Innovations
10/29/2024,60446,94526,0.4,L,Mail Innovations
10/29/2024,60446,30075,0.4,L,Mail Innovations
10/29/2024,60446,27705,0.39,L,Mail Innovations
10/29/2024,60446,78750,0.94,L,Mail Innovations
10/29/2024,60446,97202,0.4,L,Mail Innovations
10/29/2024,60446,22304,0.4,L,Mail Innovations
10/29/2024,60446,49548,1.1,L,Mail Innovations
10/29/2024,60446,59101,0.46,L,Mail Innovations
10/29/2024,60446,60490,0.46,L,Mail Innovations
10/29/2024,60446,34711,0.98,L,Mail Innovations
10/29/2024,60446,35802,1.31,L,Mail Innovations
10/29/2024,60446,19034,0.47,L,Mail Innovations
10/29/2024,60446,78833,1.1,L,Mail Innovations
10/29/2024,60446,90068,1.09,L,Mail Innovations
10/29/2024,60446,97210,1.08,L,Mail Innovations
10/29/2024,60446,15238,0.87,L,Mail Innovations
10/29/2024,60446,85351,1.09,L,Mail Innovations
10/29/2024,60446,83686,1.11,L,Mail Innovations
10/29/2024,60446,21237,0.43,L,Mail Innovations
10/29/2024,60446,7481,0.4,L,Mail Innovations
10/29/2024,60446,33917,1.1,L,Mail Innovations
10/29/2024,60446,93940,1.1,L,Mail Innovations
10/29/2024,60446,43130,1.12,L,Mail Innovations
10/29/2024,60446,60630,1.1,L,Mail Innovations
10/29/2024,60446,93015,0.94,L,Mail Innovations
10/29/2024,60446,83617,0.55,L,Mail Innovations
10/29/2024,60446,35773,0.68,L,Mail Innovations
10/29/2024,60446,10021,1.01,L,Mail Innovations
10/29/2024,60446,83705,0.55,L,Mail Innovations
10/29/2024,60446,12603,1.09,L,Mail Innovations
10/29/2024,60446,7462,0.4,L,Mail Innovations
10/29/2024,60446,13732,1.1,L,Mail Innovations
10/29/2024,60446,3842,0.55,L,Mail Innovations
10/29/2024,60446,1534,0.4,L,Mail Innovations
10/29/2024,60446,29615,1.1,L,Mail Innovations
10/29/2024,60446,78260,0.5,L,Mail Innovations
10/29/2024,60446,63017,1.09,L,Mail Innovations
10/29/2024,60446,33981,1.1,L,Mail Innovations
10/29/2024,60446,6479,1.1,L,Mail Innovations
10/30/2024,60446,98642,0.95,L,Mail Innovations
10/29/2024,60446,27707,1.31,L,Mail Innovations
10/30/2024,60446,64131,0.97,L,Mail Innovations
10/29/2024,60446,2816,0.96,L,Mail Innovations
10/29/2024,60446,1864,0.5,L,Mail Innovations
10/29/2024,60446,67052,1.1,L,Mail Innovations
10/29/2024,60446,92009,1.32,L,Mail Innovations
10/29/2024,60446,93940,1.1,L,Mail Innovations
10/29/2024,60446,15220,0.4,L,Mail Innovations
10/29/2024,60446,33304,0.41,L,Mail Innovations
10/29/2024,60446,80918,0.99,L,Mail Innovations
10/29/2024,60446,78258,0.65,L,Mail Innovations
10/29/2024,60446,60123,1.1,L,Mail Innovations
10/29/2024,60446,34698,0.4,L,Mail Innovations
10/29/2024,60446,5763,1.02,L,Mail Innovations
10/29/2024,60446,92592,0.68,L,Mail Innovations
10/29/2024,60446,32578,0.41,L,Mail Innovations
10/30/2024,60446,10003,0.4,L,Mail Innovations
10/29/2024,60446,11104,0.4,L,Mail Innovations
10/29/2024,60446,28445,1.18,L,Mail Innovations
10/29/2024,60446,24070,0.93,L,Mail Innovations
10/29/2024,60446,10590,0.62,L,Mail Innovations
10/30/2024,60446,94542,0.92,L,Mail Innovations
10/29/2024,60446,54729,1.11,L,Mail Innovations
10/29/2024,60446,39056,1.11,L,Mail Innovations
10/29/2024,60446,32081,0.92,L,Mail Innovations
10/30/2024,60446,44147,1.11,L,Mail Innovations
10/29/2024,60446,42240,0.4,L,Mail Innovations
10/30/2024,60446,73120,0.97,L,Mail Innovations
10/29/2024,60446,32563,0.4,L,Mail Innovations
10/30/2024,60446,23005,0.4,L,Mail Innovations
10/29/2024,60446,6752,1.09,L,Mail Innovations
10/29/2024,60446,94602,0.4,L,Mail Innovations
10/29/2024,60446,48067,0.41,L,Mail Innovations
10/29/2024,60446,37036,0.55,L,Mail Innovations
10/29/2024,60446,27265,0.46,L,Mail Innovations
10/30/2024,60446,48072,1.17,L,Mail Innovations
10/30/2024,60446,29588,0.5,L,Mail Innovations
10/30/2024,60446,23832,1.41,L,Mail Innovations
10/30/2024,60446,29715,1.13,L,Mail Innovations
10/30/2024,60446,10013,0.74,L,Mail Innovations
10/30/2024,60446,46237,0.62,L,Mail Innovations
10/30/2024,60446,27292,0.66,L,Mail Innovations
10/30/2024,60446,94549,0.57,L,Mail Innovations
10/30/2024,60446,15106,0.73,L,Mail Innovations
10/30/2024,60446,95605,0.62,L,Mail Innovations
10/30/2024,60446,37931,0.98,L,Mail Innovations
10/30/2024,60446,70433,1.11,L,Mail Innovations
10/30/2024,60446,48307,1.32,L,Mail Innovations
10/30/2024,60446,44122,0.16,L,Mail Innovations
10/30/2024,60446,92782,0.83,L,Mail Innovations
10/30/2024,60446,92705,0.41,L,Mail Innovations
10/30/2024,60446,2649,1.1,L,Mail Innovations
10/30/2024,60446,47803,1.1,L,Mail Innovations
10/30/2024,60446,80537,1.17,L,Mail Innovations
10/30/2024,60446,10065,0.4,L,Mail Innovations
10/30/2024,60446,11710,0.4,L,Mail Innovations
10/30/2024,60446,59920,0.98,L,Mail Innovations
10/30/2024,60446,28205,0.47,L,Mail Innovations
10/30/2024,60446,37209,0.5,L,Mail Innovations
10/30/2024,60446,44212,0.49,L,Mail Innovations
10/30/2024,60446,49058,0.58,L,Mail Innovations
10/30/2024,60446,44145,1.21,L,Mail Innovations
10/30/2024,60446,36526,0.38,L,Mail Innovations
10/30/2024,60446,6460,0.39,L,Mail Innovations
10/30/2024,60446,49341,0.38,L,Mail Innovations
10/30/2024,60446,80487,0.68,L,Mail Innovations
10/30/2024,60446,77356,0.5,L,Mail Innovations
10/30/2024,60446,83814,0.5,L,Mail Innovations
10/30/2024,60446,37148,1.11,L,Mail Innovations
10/30/2024,60446,11215,0.49,L,Mail Innovations
10/30/2024,60446,49719,0.86,L,Mail Innovations
10/30/2024,60446,27284,0.87,L,Mail Innovations
10/30/2024,60446,40299,0.99,L,Mail Innovations
10/30/2024,60446,50273,0.98,L,Mail Innovations
10/30/2024,60446,62002,0.85,L,Mail Innovations
10/30/2024,60446,28164,0.47,L,Mail Innovations
10/30/2024,60446,95020,0.47,L,Mail Innovations
10/30/2024,60446,63105,0.47,L,Mail Innovations
10/30/2024,60446,80401,0.62,L,Mail Innovations
10/30/2024,60446,43031,0.47,L,Mail Innovations
10/30/2024,60446,78655,0.59,L,Mail Innovations
10/30/2024,60446,91367,0.47,L,Mail Innovations
10/30/2024,60446,80504,0.05,L,Mail Innovations
10/30/2024,60446,72713,0.96,L,Mail Innovations
10/30/2024,60446,63123,0.97,L,Mail Innovations
10/30/2024,60446,21113,0.97,L,Mail Innovations
10/30/2024,60446,90807,0.96,L,Mail Innovations
10/30/2024,60446,90720,0.95,L,Mail Innovations
10/30/2024,60446,73012,1.17,L,Mail Innovations
10/30/2024,60446,32835,0.93,L,Mail Innovations
10/30/2024,60446,31404,0.94,L,Mail Innovations
10/30/2024,60446,33325,0.98,L,Mail Innovations
10/30/2024,60446,6067,0.94,L,Mail Innovations
10/30/2024,60446,36526,0.93,L,Mail Innovations
10/30/2024,60446,94087,0.94,L,Mail Innovations
10/30/2024,60446,89434,0.5,L,Mail Innovations
10/30/2024,60446,60607,0.94,L,Mail Innovations
10/30/2024,60446,39464,0.98,L,Mail Innovations
10/30/2024,60446,54880,1.1,L,Mail Innovations
10/30/2024,60446,55428,1.1,L,Mail Innovations
10/30/2024,60446,43017,1.03,L,Mail Innovations
10/30/2024,60446,67420,1.05,L,Mail Innovations
10/30/2024,60446,15367,1.1,L,Mail Innovations
10/30/2024,60446,30075,1.11,L,Mail Innovations
10/30/2024,60446,85212,1.03,L,Mail Innovations
10/30/2024,60446,36830,1.1,L,Mail Innovations
10/30/2024,60446,75771,1.12,L,Mail Innovations
10/30/2024,60446,21742,1.1,L,Mail Innovations
10/30/2024,60446,53151,0.96,L,Mail Innovations
10/30/2024,60446,72401,1.18,L,Mail Innovations
10/30/2024,60446,48840,1.19,L,Mail Innovations
10/30/2024,60446,44039,0.47,L,Mail Innovations
10/30/2024,60446,93110,1.1,L,Mail Innovations
10/30/2024,60446,93001,0.54,L,Mail Innovations
10/30/2024,60446,78254,0.99,L,Mail Innovations
10/30/2024,60446,80129,0.5,L,Mail Innovations
10/30/2024,60446,95448,0.41,L,Mail Innovations
10/30/2024,60446,1923,1.1,L,Mail Innovations
10/30/2024,60446,11952,1.09,L,Mail Innovations
10/30/2024,60446,19072,0.4,L,Mail Innovations
10/30/2024,60446,17842,1.11,L,Mail Innovations
10/30/2024,60446,87047,1.12,L,Mail Innovations
10/30/2024,60446,21703,0.88,L,Mail Innovations
10/30/2024,60446,10466,0.4,L,Mail Innovations
10/30/2024,60446,4605,1.11,L,Mail Innovations
10/30/2024,60446,99403,0.4,L,Mail Innovations
10/30/2024,60446,95677,1.1,L,Mail Innovations
10/30/2024,60446,11217,0.03,L,Mail Innovations
10/30/2024,60446,91364,0.55,L,Mail Innovations
10/30/2024,60446,10032,1.11,L,Mail Innovations
10/30/2024,60446,44720,1.12,L,Mail Innovations
10/30/2024,60446,10011,0.53,L,Mail Innovations
10/30/2024,60446,93442,1.1,L,Mail Innovations
10/30/2024,60446,34997,0.03,L,Mail Innovations
10/30/2024,60446,94530,0.83,L,Mail Innovations
10/30/2024,60446,7026,1.18,L,Mail Innovations
10/30/2024,60446,1505,0.5,L,Mail Innovations
10/30/2024,60446,48642,0.38,L,Mail Innovations
10/30/2024,60446,27587,0.4,L,Mail Innovations
10/30/2024,60446,75214,0.45,L,Mail Innovations
10/30/2024,60446,33009,0.58,L,Mail Innovations
10/30/2024,60446,75703,0.51,L,Mail Innovations
10/30/2024,60446,7003,0.51,L,Mail Innovations
10/30/2024,60446,95973,0.51,L,Mail Innovations
10/30/2024,60446,93654,0.44,L,Mail Innovations
10/30/2024,60446,33137,0.4,L,Mail Innovations
10/30/2024,60446,83619,0.05,L,Mail Innovations
10/30/2024,60446,47130,0.87,L,Mail Innovations
10/30/2024,60446,90402,1.4,L,Mail Innovations
10/30/2024,60446,53211,1.04,L,Mail Innovations
